published,last_update,category,views,recommendations,comments,authors,characters,rating,genre,size_kb,warnings,translators,original_language,betas,series,challenge,title,events,target
2009-09-06,2009-09-06,S,14800,0,3,['EtoileQuiRit'],"[['Гарри Поттер', 'Драко Малфой']]",PG-13,['Романтика'],27,,[],Английский,[],,,"[8.975298941963856e+18, 7.658486111115765e+18, 3.6963147219891087e+18, 5.90995215227492e+18]",[],151
2017-06-25,2017-07-05,S,45301,8,145,"['307123', '202806']","[['Северус Снейп', 'Гарри Поттер'], 'Новый Мужской Персонаж']",NC-17,"['Ангст', 'Драма']",58,"['AU', 'Насилие', 'Слэш', 'Смерть персонажа', 'ООС']",,,,/serie1376,,"[7.126122249044467e+18, 2.060208765311688e+18, 6.454616815363018e+18, 1.239240587647398e+18, 4.915229816912701e+18]","[5.091602363353723e+18, 9.093989600810537e+18, 3.9579456945930767e+18]",1068
2014-08-19,2014-08-22,S,23549,1,68,['57735'],"[['Драко Малфой', 'Гарри Поттер']]",NC-17,['Романтика'],51,"['AU', 'От первого лица (POV)']",,,"['63202', '43957']",,,"[8.6002679914588e+18, 5.164777464421126e+18]","[5.091602363353723e+18, 8.94765061936755e+18, 5.494196018564324e+18]",991
2017-01-14,2017-01-14,G,3523,1,29,['98265'],"[['Северус Снейп', 'Петуния Эванс (Петуния Дурсль)'], ['Беллатриса Лестрейндж', 'Родольфус Лестрейндж']]",R,"['Драма', 'Пропущенная сцена']",11,"['Насилие', 'Гет']",,,['172078'],,,"[3.014002397012986e+18, 8.408825656894797e+18]",[2.531777133842788e+18],138
2015-05-27,2015-05-27,G,2920,0,14,['226310'],"['Андромеда Тонкс', 'Долорес Амбридж', 'Беллатриса Лестрейндж']",General,"['Общий', 'Ангст']",8,['От первого лица (POV)'],,,,,/challenge13,"[8.763901487188881e+18, 3.044509500501392e+18]",[2.2622014820230628e+18],108
2011-06-24,2011-06-24,S,9466,0,15,['45603'],"[['Рон Уизли', 'Драко Малфой']]",PG-13,['Романтика'],10,"['Пре-слэш', 'От первого лица (POV)']",,,['46428'],,,"[8.992931246548505e+18, 3.584010795845983e+17, 1.877423288450242e+18]",[],140
2017-05-12,2017-05-12,S,7717,0,15,['71973'],"[['Северус Снейп', 'Гарри Поттер'], 'Кингсли Шеклболт']",PG-13,['Приключения'],28,"['AU', 'ООС', 'Нецензурная лексика']",,,['202806'],/serie1235,,"[6.697553313844144e+18, 7.393011223078967e+18, 5.0474345272616384e+17]",[5.091602363353723e+18],685
2012-12-19,2012-12-19,G,10214,0,38,['70498'],"['Гарри Поттер', 'Лорд Волдеморт (Том Риддл)', 'Северус Снейп', 'Новый Женский Персонаж', 'Новый Женский Персонаж']",General,"['Сонгфик', 'Юмор']",13,['AU'],,,['63755'],/serie241,,"[7.773929620294178e+18, 4.797323263518347e+18, 7.459618271601452e+18, 1.0837064603652621e+18]",[],340
2019-12-16,2019-12-16,S,2557,0,6,['532773'],"[['Гарри Поттер', 'Северус Снейп'], ['Джеймс Поттер', 'Новый Женский Персонаж']]",R,"['Драма', 'Даркфик']",25,"['AU', 'ООС', 'Гет', 'От первого лица (POV)', 'Смерть персонажа', 'Нецензурная лексика']",,,['219670'],,/challenge99,"[5.554158179226727e+18, 6.657674672049536e+18, 8.545571131305794e+18, 2.7878164038226963e+17, 3.302277896133957e+18]","[3.9579456945930767e+18, 3.028082269248088e+18, 4.265965420776659e+18, 5.88522318442138e+18, 4.973737079736205e+18, 7.678966060302864e+18]",251
2014-09-26,2014-09-27,H,43017,5,48,['75060'],"[['Северус Снейп', 'Гермиона Грейнджер'], 'Гарри Поттер', 'Минерва МакГонагалл', 'Новый Мужской Персонаж', 'Новый Женский Персонаж']",R,"['Ангст', 'Драма', 'Романтика', 'Триллер']",133,"['Смерть персонажей', 'ООС', 'AU', 'уползающий Снейп', 'мозговыносительные страдания и снующая туда-сюда стайка одноногих собачек. ']",,,['46860'],/serie478,,"[1.4420049118192689e+18, 2.2480348173483907e+18, 3.524068398894628e+18, 5.867992347924896e+18]",[5.091602363353723e+18],952
2013-11-02,2013-11-02,G,11308,5,62,['Vera Rozalsky'],"[['Люциус Малфой', 'Нарцисса Малфой'], 'Абраксас Малфой', 'Северус Снейп', 'Беллатриса Лестрейндж', 'Регулус Блэк', 'Алиса Лонгботтом']",R,"['Даркфик', 'Пропущенная сцена']",18,['Смерть персонажа'],['132444'],Английский,,,,"[1.750085500388393e+18, 4.72919798048299e+18]","[7.678966060302864e+18, 8.806703200229154e+18, 6.085209664702086e+18, 2.531777133842788e+18]",271
2016-07-04,2016-07-04,G,5493,2,40,['Lemniscate35173'],"['Гарри Поттер', 'Долорес Амбридж']",General,"['Комедия', 'Юмор', 'Пародия']",5,,['151885'],Английский,,,/challenge31,"[5.603906511385178e+18, 4.831240672133369e+18, 3.8402965181057004e+18]",[3.281018045554982e+18],322
2019-10-12,2019-10-12,G,1378,0,22,['PK102'],"['Наруто Узумаки', 'Долорес Амбридж', 'Какаши Хатаке', 'Сакура Харуно', 'Сай', 'Корнелиус Фадж']",General,"['Кроссовер', 'Юмор']",4,,['379726'],Английский,,/serie2088,/challenge94,"[7.827521339707402e+18, 5.863416281526646e+18]",[],61
2018-10-23,2018-10-23,G,6403,0,5,['113782'],"['Гарри Поттер', 'Гермиона Грейнджер']",NC-17,"['Ангст', 'Драма', 'Даркфик']",139,"['AU', 'Изнасилование', 'Насилие', 'Нецензурная лексика', 'Смерть персонажа']",,,,,,[8.284700363857954e+18],[],165
2012-08-22,2012-08-22,S,12259,0,15,"['58613', '61118']","[['Рон Уизли', 'Драко Малфой']]",NC-17,"['PWP', 'Романтика']",14,['AU'],,,['55578'],,,"[2.1759560974133253e+18, 2.559603217631601e+18, 9.780986395068949e+16]","[5.091602363353723e+18, 3.2269359891538053e+18, 2.593952817060485e+18]",235
2009-09-02,2009-09-02,S,24828,3,25,['38465'],"[['Гарри Поттер', 'Драко Малфой']]",NC-17,['Ангст'],17,"['AU 6-й и 7-й книг. Возможно', 'ООС Гарри', 'но это смотря на чей взгляд. Другой взгляд на Драко Малфоя', 'который существенно отличается от принятого в фэндоме.']",,,[],,,[5.753404726404114e+18],[],488
2015-02-03,2015-02-03,G,1998,0,3,['49711'],['Регулус Блэк'],General,['Общий'],12,['AU'],,,,,,"[7.246827751198603e+18, 2.334639774015813e+18]","[2.593952817060485e+18, 2.2622014820230628e+18, 5.420764329290495e+18]",48
2018-03-20,2018-03-20,G,1642,1,2,['Fracie'],"['Фред Уизли', 'Джордж Уизли', 'Анжелина Джонсон']",General,['Общий'],17,['От первого лица (POV)'],['265885'],Финский,['172078'],/serie1366,/challenge56,"[2.5086903434944087e+18, 7.489412493256828e+18]",[2.4209866212287263e+18],83
2015-06-08,2015-06-08,G,1341,0,1,['routerf'],"['Луна Лавгуд', 'Ксенофилиус Лавгуд']",General,['Общий'],10,,['118523'],Немецкий,['59069'],,,"[6.91935227849656e+18, 7.502002764686323e+18, 8.430681382946711e+18, 6.960030374358653e+18]",[9.16433052224095e+18],31
2011-08-23,2011-08-23,G,3538,0,33,['52139'],"['Сириус Блэк', 'Джеймс Поттер', 'Лили Эванс (Лили Поттер)']",PG-13,"['Общий', 'Ангст']",6,['Мат'],,,[],,,"[2.386165866663598e+18, 7.648419626113089e+18]","[7.678966060302864e+18, 2.593952817060485e+18]",32
2013-06-30,2013-07-18,S,32842,2,310,['57735'],"[['Гарри Поттер', 'Драко Малфой'], ['Гарри Поттер', 'Джинни Уизли']]",NC-17,"['Первый раз', 'Ангст', 'Романтика']",83,['AU'],,,"['64051', '45694', '75483']",/serie604,,"[7.126122249044467e+18, 4.869160787369962e+18]","[5.091602363353723e+18, 3.2269359891538053e+18, 8.94765061936755e+18, 8.607079560928971e+18]",686
2014-10-05,2014-10-10,S,20924,1,22,['Nykyo'],"[['Сириус Блэк', 'Северус Снейп']]",NC-17,['Драма'],145,['Смерть персонажа'],['166263'],Итальянский,"['54611', '53173']",,,[1.294644301725635e+18],[9.16433052224095e+18],247
2015-04-04,2015-04-09,G,4733,1,10,['80670'],"['Молли Уизли', 'Джордж Уизли', 'Новый Женский Персонаж', 'Новый Персонаж', 'Чарли Уизли']",PG-13,['Драма'],100,"['AU', 'Слэш']",,,,,,"[1.1648798176506173e+18, 2.0596979536406692e+18, 4.414957327612308e+17, 1.6160145444575104e+18]","[2.4209866212287263e+18, 2.593952817060485e+18, 7.338778783287314e+17]",98
2011-12-05,2011-12-05,H,6004,0,28,['45932'],"[['Драко Малфой', 'Ромильда Вейн']]",R,['Романтика'],70,"['АУ', 'в эпиграф — так в эпиграф.']",,,['46658'],,,"[5.926820251053708e+17, 1.69699326604563e+18, 8.987275102412036e+18]","[5.091602363353723e+18, 9.093989600810537e+18, 2.2622014820230628e+18, 2.3486383906604605e+18, 7.285076916399111e+18]",97
2017-03-18,2017-03-18,G,4120,5,16,['47664'],"['Гарри Поттер', 'Барти Крауч-младший']",PG-13,"['Приключения', 'Юмор']",24,['AU'],,,,,/challenge44,"[2.7849635127072323e+18, 5.77743450105963e+18]",[7.574395207039825e+18],241
2012-07-09,2012-07-09,H,6576,0,12,['58613'],"[['Драко Малфой', 'Гермиона Грейнджер']]",General,"['Общий', 'Ангст', 'Драма']",4,['От первого лица (POV)'],,,['55578'],,,"[1.0137534355413225e+18, 1.0158387590801811e+18]","[5.091602363353723e+18, 3.2269359891538053e+18]",101
2011-06-19,2011-06-19,G,4586,0,9,['40165'],"[['Питер Петтигрю', 'Джинни Уизли']]",не указан,"['Даркфик', 'Пропущенная сцена']",7,,,,,,,"[3.0989848872719503e+18, 1.239240587647398e+18, 6.406362732211041e+18, 2.6247012565780116e+18]","[1.412495601364117e+18, 7.228517559750846e+18, 6.085209664702086e+18]",29
2013-07-16,2013-07-16,H,8122,3,31,['46788'],"[['Драко Малфой', 'Астория Гринграсс']]",General,['Романтика'],12,['AU'],,,,/serie194,,[3.7973185062340234e+18],[5.091602363353723e+18],267
2016-01-08,2016-01-11,H,18962,6,113,['157345'],"[['Гарри Поттер', 'Гермиона Грейнджер'], 'Парвати Патил', 'Рон Уизли', 'Драко Малфой', 'Винсент Крэбб', 'Виктор Крам']",R,"['Ангст', 'Драма', 'Романтика']",91,"['ООС', 'AU']",,,,,,"[2.5086903434944087e+18, 7.489412493256828e+18]","[3.8656993537381274e+17, 7.574395207039825e+18, 8.607079560928971e+18, 8.94765061936755e+18]",615
2010-02-03,2010-09-12,H,146119,2,50,['40078'],"[['Гарри Поттер', 'Гермиона Грейнджер'], 'Рон Уизли']",R,"['Триллер', 'Экшен', 'Приключения']",1155,,,,,,,[5.294664281591805e+18],[9.16433052224095e+18],1014
2013-03-05,2013-03-15,S,9920,0,16,['103422'],"[['Драко Малфой', 'Невилл Лонгботтом'], ['Добби', 'Живоглот'], ['Сибилла Трелони', 'Луна Лавгуд'], ['Альбус Дамблдор', 'Рубеус Хагрид'], ['Габриель Делакур', 'Рон Уизли']]",R,"['Ангст', 'Драма']",23,"['AU', 'OOC.']",,,['58697'],,,"[2.73393534825101e+18, 1.8658538665358195e+18, 4.79294927189414e+18, 2.926579112597285e+18, 5.865080942307527e+18, 6.890236392512801e+18, 2.2541176338429402e+18]","[3.8656993537381274e+17, 7.574395207039825e+18, 5.091602363353723e+18, 9.093989600810537e+18, 2.2622014820230628e+18, 7.285076916399111e+18]",84
2016-11-06,2016-11-06,H,4935,0,2,['274370'],"[['Скабиор (Струпьяр)', 'Гермиона Грейнджер']]",NC-17,"['Драббл', 'PWP', 'Романтика']",4,"['AU', 'Гет']",,,,,,"[9.124177444832647e+18, 3.149026525624103e+18]","[9.093989600810537e+18, 2.593952817060485e+18, 5.091602363353723e+18, 2.531777133842788e+18, 1.8354575537094717e+18]",202
2018-03-04,2018-03-04,G,3166,0,16,['Dream Painter'],"['Гарри Поттер', 'Северус Снейп']",PG-13,"['Пропущенная сцена', 'Драма']",6,,['363537'],Английский,,,,"[8.128691155347981e+18, 3.004114347810318e+18]",[],232
2017-03-16,2017-03-16,H,8369,0,4,['108824'],"[['Гарри Поттер', 'Гермиона Грейнджер']]",NC-17,"['PWP', 'Пародия']",17,['AU'],,,['47664'],,/challenge43,"[9.114218793497799e+18, 6.519114581472127e+18, 2.559603217631601e+18, 8.867811953979277e+18, 2.3339457084525466e+18]","[5.091602363353723e+18, 5.420764329290495e+18, 2.593952817060485e+18]",476
2012-12-06,2013-01-07,G,110943,2,185,['61299'],"['Гарри Поттер', 'Северус Снейп', 'Люциус Малфой']",General,['Приключения'],116,['AU'],,,,/serie202,,"[5.478433428167904e+18, 2.4048237539294193e+18, 2.630178848074719e+18, 2.559603217631601e+18, 4.0426394363531023e+18, 6.455694507147205e+18]","[5.091602363353723e+18, 7.260920065589541e+18, 6.910148155097983e+17, 3.028082269248088e+18]",2036
2015-05-14,2015-05-14,G,11776,4,84,['172078'],"['Северус Снейп', 'Гермиона Грейнджер', 'Гарри Поттер', 'Рон Уизли', 'Поппи Помфри']",NC-17,"['Пародия', 'Юмор']",11,"['AU', 'ООС', 'Принуждение к сексу', 'Гет']",,,,/serie445,,"[3.648712785096275e+18, 5.063613826057133e+18, 2.218873890162867e+18, 5.40089922393052e+18, 8.024677419139954e+17, 6.12754288656543e+18, 5.668778863362967e+18]","[9.093989600810537e+18, 7.228517559750846e+18, 5.091602363353723e+18, 5.786008324045869e+18, 3.5935108451369114e+18, 5.708357661850474e+18, 1.256868442053431e+18]",718
2011-06-28,2011-06-28,S,7856,0,23,['40738'],"[['Гарри Поттер', 'Северус Снейп'], 'Анжелина Джонсон', 'Колин Криви']",PG-13,"['Юмор', 'Романтика']",4,['AU'],,,,,,"[4.414957327612308e+17, 5.602401540989289e+18, 5.870958750909486e+18, 9.157024885878011e+18]","[3.281018045554982e+18, 5.88522318442138e+18]",206
2019-07-10,2019-07-10,G,1121,0,7,['438672'],"['Северус Снейп', 'Нимфадора Тонкс', 'Чарли Уизли']",General,['Юмор'],22,"['AU', 'ООС']",,,,,,[4.970500148144997e+18],[5.708357661850474e+18],91
2014-06-23,2014-06-23,H,5286,0,16,['147489'],"[['Новый Мужской Персонаж', 'Гестия Джонс'], 'Новый Мужской Персонаж', 'Нимфадора Тонкс']",R,[],47,['От первого лица (POV)'],,,['172078'],,/challenge8,"[7.314533297023692e+17, 4.095740540545307e+18, 3.0989848872719503e+18, 4.954953163211208e+18]","[2.593952817060485e+18, 2.2622014820230628e+18]",144
2012-09-24,2012-09-24,S,17567,1,30,['63041'],"[['Драко Малфой', 'Гарри Поттер']]",R,['Романтика'],23,"['AU', 'Пре-слэш']",,,,,,"[6.251297134331549e+18, 1.69699326604563e+18, 7.868909843854817e+17]","[8.94765061936755e+18, 1.412495601364117e+18, 7.228517559750846e+18]",781
2018-04-12,2018-04-12,G,4430,3,36,['38460'],"['Лорд Волдеморт (Том Риддл)', 'Гарри Поттер', 'Гермиона Грейнджер']",General,"['Научная фантастика', 'Юмор']",15,"['AU', 'ООС']",,,,,,"[3.186785013974768e+18, 3.0426699265355223e+18, 6.971413346893822e+18]","[5.708357661850474e+18, 9.049884987810632e+17]",310
2013-08-18,2013-08-18,G,2837,0,12,['118576'],"['Драко Малфой', 'Неизвестный Персонаж']",PG-13,['Драма'],11,,,,['64522'],/serie680,,"[3.476697440481228e+18, 4.870533271310259e+18]",[3.5935108451369114e+18],54
2016-11-22,2016-11-22,S,7882,1,7,['46737'],"[['Гарри Поттер', 'Люциус Малфой']]",NC-17,"['PWP', 'Юмор']",5,['ООС'],,,"['58350', '54905', '53173']",,/challenge34,[3.9883420835573463e+18],"[8.34488660499559e+17, 9.093989600810537e+18, 2.593952817060485e+18, 8.94765061936755e+18]",683
2010-11-10,2013-03-11,S,209158,4,249,['yukikoneko1990'],"[['Гарри Поттер', 'Драко Малфой']]",R,['Романтика'],770,"['OOS', 'AU', 'MPreg. Фанфик предполагал вторую часть', 'но автор ее удалила. Поэтому фик ""не закончен"".']",['43402'],Английский,"['44095', '56676']",,,"[7.50021239906749e+18, 9.037891218040681e+18, 6.096475829103259e+16, 2.2519308739966083e+18]","[3.6841663289351404e+18, 6.045112493022642e+18, 1.8354575537094717e+18]",2873
2016-08-29,2016-08-29,H,6130,0,14,['60319'],['Сириус Блэк'],NC-17,"['Ангст', 'Драма']",15,['Нецензурная лексика'],,,,,,[6.001310489806356e+18],"[3.281018045554982e+18, 4.265965420776659e+18]",282
2017-11-25,2017-11-25,G,1887,2,30,['179629'],"['Мундугус Флетчер', 'Дин Томас']",General,"['Юмор', 'Драббл', 'Пропущенная сцена']",7,,,,['238175'],,/challenge50,"[3.584010795845983e+17, 5.712026975200169e+18, 5.478433428167904e+18, 8.58018373729859e+18, 2.559603217631601e+18, 1.6016478104464707e+18]",[2.2622014820230628e+18],106
2018-10-24,2018-10-24,G,1548,3,25,['159682'],['Новый Персонаж'],General,['Юмор'],14,['AU'],,,['238806'],/serie1785,/challenge71,[5.862164851181341e+18],"[3.613509134815139e+18, 3.700828417029084e+18]",96
2013-11-23,2013-11-23,H,4461,1,30,['61970'],"[['Падма Патил', 'Блейз Забини']]",PG-13,"['Ангст', 'Романтика']",59,,,,"['63988', '101967', '102114']",,,"[5.865080942307527e+18, 6.442061426566411e+18]","[7.285076916399111e+18, 2.2622014820230628e+18, 8.94765061936755e+18]",94
2016-01-16,2016-01-16,G,3727,1,4,['43236'],"['Сириус Блэк', 'Вальбурга Блэк']",General,['Общий'],4,['ООС'],,,,,,"[7.64808167028667e+18, 8.774668739602814e+18, 4.727432104816706e+16]","[7.40523466161727e+17, 7.678966060302864e+18, 5.190145547314376e+18]",175
2012-12-24,2012-12-24,G,10712,0,23,['84112'],"['Гарри Поттер', 'Северус Снейп', 'Гермиона Грейнджер', 'Рон Уизли', 'Живоглот', 'Миссис Норрис', 'Альбус Дамблдор']",General,"['Общий', 'Юмор', 'Приключения']",31,['ООС'],,,,,,"[3.227802328795262e+18, 8.616851540033584e+18]","[7.574395207039825e+18, 7.228517559750846e+18]",265
2006-08-28,2006-10-28,H,42480,1,19,['37703'],"[['Гермиона Грейнджер', 'Драко Малфой'], ['Гермиона Грейнджер', 'Северус Снейп']]",R,"['Ангст', 'Романтика']",64,['AU'],,,,,,"[9.053885493169365e+18, 5.743123015087213e+18]","[5.091602363353723e+18, 2.5202591431121178e+17, 3.3067511711134536e+18]",624
2010-05-07,2010-05-07,H,18666,1,11,['redskyatnight'],"[['Северус Снейп', 'Гермиона Грейнджер']]",NC-17,"['Юмор', 'PWP']",7,,['40090'],Английский,[],,,"[9.151548210115043e+18, 3.5400743486455885e+18, 1.1572204990717312e+18]",[5.091602363353723e+18],541
2014-09-01,2014-09-01,S,8512,2,33,['40130'],"[['Гарри Поттер', 'Драко Малфой']]",R,"['Драббл', 'Юмор', 'Романтика']",4,['AU'],,,,,/challenge25,"[1.718385453231193e+18, 5.40089922393052e+18, 4.79294927189414e+18, 1.718385453231193e+18]","[2.593952817060485e+18, 5.091602363353723e+18]",588
2016-10-15,2016-10-15,S,10245,1,19,"['265885', '293033']","[['Северус Снейп', 'Гарри Поттер']]",NC-17,"['Флафф', 'PWP']",4,"['AU', 'ООС']",,,['174207'],/serie1135,/challenge34,"[8.379927841321285e+18, 3.96981131276005e+18]",[],848
2014-05-12,2014-05-12,H,60951,3,18,['coffeeonthepatio'],"[['Гермиона Грейнджер', 'Северус Снейп']]",PG-13,"['Юмор', 'Романтика']",218,"['OOC', 'AU']",['50104'],Английский,"['61761', '53182']",,,"[4.755063805570692e+18, 6.000240497475367e+18, 9.184230153579688e+18]",[5.091602363353723e+18],789
2016-11-22,2016-11-22,S,1141,0,3,['46938'],"[['Альбус Дамблдор', 'Аластор Муди']]",PG-13,['Драма'],10,['AU'],,,['142272'],,/challenge34,[7.996779186252469e+18],"[2.593952817060485e+18, 7.285076916399111e+18]",26
2015-04-03,2015-04-03,H,10408,1,22,['59816'],"[['Драко Малфой', 'Гермиона Грейнджер'], 'Гарри Поттер']",PG-13,['Драма'],12,"['AU', 'ООС', 'Смерть персонажа']",,,,,,"[7.365998265841178e+18, 6.675621595636652e+18]",[5.091602363353723e+18],546
2013-08-25,2013-08-25,G,10412,1,63,['66472'],"[['Гермиона Грейнджер', 'Рон Уизли'], ['Гарри Поттер', 'Джинни Уизли'], ['Гермиона Грейнджер', 'Новый Мужской Персонаж'], ['Джинни Уизли', 'Невилл Лонгботтом']]",PG-13,"['Даркфик', 'Драма']",17,"['AU', 'Смерть персонажа']",,,,,/challenge7,"[2.6417411924327675e+18, 7.50021239906749e+18, 9.327866374778136e+17, 3.5911262900389084e+18]","[5.091602363353723e+18, 9.093989600810537e+18, 5.265453167772786e+18, 2.5202591431121178e+17, 8.583542024877844e+18, 2.593952817060485e+18]",347
2018-11-25,2018-11-25,H,1468,1,12,['279073'],"['Леголас', 'Новый Женский Персонаж']",General,"['Кроссовер', 'Юмор', 'Романтика']",28,['AU'],,,,,/challenge71,[2.99331766349352e+18],"[2.593952817060485e+18, 2.3486383906604605e+18]",41
2011-02-18,2011-02-18,S,11705,0,47,['43992'],"[['Гарри Поттер', 'Драко Малфой'], ['Гарри Поттер', 'Джинни Уизли']]",General,"['Драббл', 'Драма', 'Романтика']",4,['От первого лица (POV)'],,,,,,"[4.125368830926385e+18, 8.977375557548965e+18, 7.547954080121886e+18, 4.414957327612308e+17, 7.358623716415576e+18, 9.763318879735791e+17]","[5.091602363353723e+18, 9.093989600810537e+18, 8.94765061936755e+18, 2.593952817060485e+18, 8.607079560928971e+18]",162
2018-09-05,2018-09-05,H,3736,1,2,['40882'],"[['Гарри Поттер', 'Луна Лавгуд']]",PG-13,"['Романтика', 'Ангст', 'Фэнтези', 'Hurt/comfort', 'Пропущенная сцена']",17,['AU'],,,,,,"[5.916861756114011e+18, 8.430681382946711e+18]","[9.16433052224095e+18, 8.94765061936755e+18, 8.583542024877844e+18, 7.285076916399111e+18]",197
2018-04-12,2018-04-12,G,1553,1,10,['362023'],"['Люциус Малфой', 'Гарри Поттер', 'Северус Снейп']",General,['Общий'],14,,,,,,,[1.542169760544392e+18],[5.091602363353723e+18],68
2013-05-29,2013-06-24,G,6087,0,17,['95863'],"['Ремус Люпин', 'Новый Женский Персонаж']",General,['Ангст'],78,,,,['132847'],,,"[1.7688204680546307e+18, 8.218120444339913e+18]","[7.678966060302864e+18, 5.420764329290495e+18, 5.265453167772786e+18, 2.2622014820230628e+18, 7.338778783287314e+17, 1.412495601364117e+18, 3.700828417029084e+18, 2.593952817060485e+18, 6.910148155097983e+17]",55
2017-08-30,2017-09-03,G,11649,1,9,['49900'],"['Гарри Поттер', 'Сириус Блэк', 'Рон Уизли', 'Гермиона Грейнджер', 'Ремус Люпин', 'Северус Снейп', 'Альбус Дамблдор', 'Корнелиус Фадж']",General,['Драма'],50,['AU'],,,['183327'],/serie1443,,"[2.2922408795390804e+16, 7.393011223078967e+18, 5.702118230583176e+18, 4.693138401539913e+18, 9.124422759492667e+18]",[3.8656993537381274e+17],462
2017-07-28,2017-07-28,H,6037,0,8,['385435'],"[['Северус Снейп', 'Гермиона Грейнджер']]",PG-13,"['Драма', 'Романтика']",22,,,,['238180'],,,"[7.286181262585507e+17, 5.097902385683752e+18]",[],379
2017-03-16,2017-03-16,H,2874,0,0,['25906'],"[['Панси Паркинсон', 'Теодор Нотт'], ['Блейз Забини', 'Трейси Дэвис'], 'Драко Малфой', 'Миллисент Буллстроуд']",PG-13,"['Драма', 'Романтика']",115,['От первого лица (POV)'],,,,,,"[1.0837064603652621e+18, 7.248851640539116e+18]","[5.708357661850474e+18, 2.2622014820230628e+18]",40
2014-01-29,2014-01-29,H,23790,3,57,['Tamsyn'],"['Гермиона Грейнджер', 'Северус Снейп']",NC-17,['PWP'],26,"['ООС', 'АU ']",['61761'],Немецкий,['53182'],,,"[5.322806001630808e+18, 8.710431271097481e+18, 7.868444230640911e+18]",[3.9579456945930767e+18],1097
2013-08-11,2013-08-11,H,4507,0,9,['110946'],"[['Северус Снейп', 'Лили Эванс (Лили Поттер)']]",General,['Драббл'],3,['Возможен ООС.'],,,,,,"[6.431071508788128e+18, 7.126122249044467e+18, 5.40089922393052e+18, 8.191811506313459e+18]","[3.281018045554982e+18, 7.678966060302864e+18]",75
2015-06-17,2015-06-17,G,3741,0,27,['80520'],"['Гарри Поттер', 'Рон Уизли', 'Салазар Слизерин', 'Годрик Гриффиндор', 'Ровена Рейвенкло', 'Хельга Хаффлпафф']",General,"['Приключения', 'Кроссовер', 'Сказка']",19,,,,['237862'],,/challenge14,"[4.840327013782739e+18, 1.9451157005398958e+18]","[1.412495601364117e+18, 4.547908752841682e+18, 5.175932229456091e+18, 6.520590587487814e+17]",184
2016-02-17,2016-02-17,S,9312,0,9,['56783'],"[['Северус Снейп', 'Маркус Флинт']]",NC-17,"['Романтика', 'Hurt/comfort', 'Приключения', 'PWP']",9,"['AU', 'ООС']",,,['64113'],/serie421,,"[4.884950478272555e+18, 6.378715039610308e+18]","[9.093989600810537e+18, 9.049884987810632e+17, 7.285076916399111e+18]",563
2012-05-01,2012-05-01,S,9781,0,19,['53172'],"[['Скорпиус Малфой', 'Джеймс Поттер-младший'], 'Лили Луна Поттер']",PG-13,[],23,['Пре-слэш'],,,,,,"[3.2236380562404004e+18, 4.5312258498244755e+17]",[2.4209866212287263e+18],114
2010-08-04,2010-08-04,S,13040,1,31,['38602'],"[['Гарри Поттер', 'Драко Малфой'], 'Гермиона Грейнджер', 'Рон Уизли', 'Симус Финниган']",PG-13,['Юмор'],7,,,,['39158'],/serie80,,"[7.115552833360595e+18, 3.100926758406257e+17]",[],197
2019-12-22,2019-12-22,G,1907,1,131,['235701'],"['Уолден Макнейр', 'Гавейн Робардс', 'Новый Мужской Персонаж']",PG-13,['Общий'],16,,,,,/serie2164,,"[8.132477554088553e+18, 1.4267590558820145e+18, 5.879651153739651e+18, 5.0186872082396454e+17, 5.256666734189039e+18, 4.010142246727908e+18, 3.574439347675796e+18, 6.816557412645839e+18, 8.713836034519539e+17, 2.2662969308253256e+18]",[],286
2012-02-18,2012-02-18,S,7275,0,6,['44374'],"[['Лорд Волдеморт (Том Риддл)', 'Северус Снейп', 'Регулус Блэк']]",R,"['PWP', 'Драма']",9,,,,,,,[8.285137437588666e+18],"[7.678966060302864e+18, 2.2622014820230628e+18, 2.531777133842788e+18]",150
2013-11-24,2013-11-24,G,10253,5,23,['Crookshanks22'],"['Джастин Финч-Флетчли', 'Эрни Макмиллан', 'Ханна Аббот', 'Помона Спраут', 'Долорес Амбридж']",General,"['Драма', 'Сайдстори']",35,,['132444'],Английский,['73737'],,,"[4.2992075911793976e+18, 2.0338084927480028e+18]","[8.495340661862281e+18, 2.2622014820230628e+18, 9.16433052224095e+18]",260
2019-01-27,2019-01-27,S,4391,0,17,['Cleopatra'],"[['Гарри Поттер', 'Северус Снейп'], ['Гермиона Грейнджер', 'Рон Уизли']]",PG-13,['Драма'],27,"['UST', 'AU', 'Слэш', 'Пре-слэш']",['258455'],Немецкий,['265885'],/serie2150,,"[2.2874526865911386e+18, 2.559603217631601e+18, 5.915002712766776e+18]","[5.091602363353723e+18, 9.093989600810537e+18]",402
2011-01-09,2011-01-09,H,6020,0,7,['45382'],"[['Лорд Волдеморт (Том Риддл)', 'Минерва МакГонагалл'], 'Альбус Дамблдор']",General,['Романтика'],2,,,,,,,[1.8658538665358195e+18],"[5.708357661850474e+18, 2.2622014820230628e+18, 8.583542024877844e+18, 7.285076916399111e+18]",58
2013-02-22,2013-04-15,S,91830,6,138,['100686'],"[['Драко Малфой', 'Гарри Поттер']]",R,"['Детектив', 'Романтика']",509,"['AU', 'От первого лица (POV)']",,,,,,"[4.4399441306125307e+18, 9.165367685333588e+18]","[5.708357661850474e+18, 9.093989600810537e+18]",1131
